head,relation,tail,label
ETOX,award,Luff_Award,0
Eberhard_von_Kuenheim,education,University_of_St._Gallen,0
Nepticulidae,family,Butterfly,0
Susan_Sherouse,associatedBand,Stephanie_Dosen,0
Robert_Paterson_(composer),associatedMusicalArtist,Stephanie_Dosen,0
Zviad_Jeladze,team,FC_Asmaral_Moscow,0
Joseph_Hiester,residence,"Reading,_Pennsylvania",0
The_Witcher_3:_Wild_Hunt,team,FC_Schönberg_95,0
Todo_sobre_Camila,country,Panama,0
Nesrin_Javadzadeh,company,Dargaud,0
Rodion_Malinovsky,distributor,Dargaud,0
Peter_Emery,associatedBand,Martina_Topley-Bird,0
Peter_Emery,associatedMusicalArtist,Martina_Topley-Bird,0
FC_Dinamo-Auto_Tiraspol,team,Csepel_SC,0
Fischer_Black,almaMater,Hillsdale_College,0
Twenty_Grand,race,Sapling_Stakes,0
Wiley_(rapper),associatedBand,Emeli_Sandé,0
Wiley_(rapper),associatedMusicalArtist,Emeli_Sandé,0
Once_You've_Tasted_Love,sourceMountain,Jharkhand,0
Once_You've_Tasted_Love,sourcePlace,Jharkhand,0
Mashina_Vremeni,instrument,Daf,0
Kono_Machi,previousWork,Tokaikko_Junjō,0
Prepare_to_Be_Wrong,writer,Paul_Westerberg,0
Naoussa_F.C.,location,Baseball_Ground,0
Ex_Norwegian,bandMember,Transcendence_(band),0
Sajjad_Zaheer,associatedBand,Ex_Norwegian,0
Sajjad_Zaheer,associatedMusicalArtist,Ex_Norwegian,0
Monthly_Shōnen_Rival,author,Keigo_Higashino,0
"Mount_Eliza,_Victoria",associatedBand,Transcendence_(band),0
"Mount_Eliza,_Victoria",associatedMusicalArtist,Transcendence_(band),0
Blu_Mar_Ten,previousWork,Live_Upon_a_Blackstar,0
The_Ruling_Class_(film),team,FC_Mozdok,0
Baýram_Durdyýew,managerClub,FC_Mozdok,0
Simon_Binks,region,"Perry_County,_Pennsylvania",0
Religious_studies,team,GKS_Jastrzębie,0
Ishwar_Chandra_Vidyasagar,birthPlace,"Balochistan,_Pakistan",0
Take_These_Chains_from_My_Heart,album,Buenas_Noches_from_a_Lonely_Room,0
David_Wakikona,deathPlace,Uganda,0
Ittigen,team,FC_Volochanin-Ratmir_Vyshny_Volochyok,0
Mehdi_Tartar,associatedBand,Mahasti,0
Mahasti,associatedBand,Nooshafarin,0
Mehdi_Tartar,associatedMusicalArtist,Mahasti,0
Mahasti,associatedMusicalArtist,Nooshafarin,0
High_School_Musical,associatedBand,Orange_Hat,0
High_School_Musical,associatedMusicalArtist,Orange_Hat,0
Ghadir_Stadium,industry,Tertiary_sector_of_the_economy,0
Neil_Brisco,deathPlace,Wigan,0
Welcome_to_the_New_Administration,team,Rotherham_County_F.C.,0
Jozef_Vengloš,team,Bridport_F.C.,0
Shraddha_Kapoor,relative,Vivaan_Shah,0
Ronald_Neame,foundedBy,John_Roach_(shipbuilder),0
Winter_(1930_film),animator,Bill_Tytla,0
Barry_Melton,series,Silly_Symphony,0
Jerome_Fontamillas,foundedBy,Switchfoot,0
Old_Strathcona,routeEnd,"Argyll_Road,_Edmonton",0
Old_Strathcona,routeJunction,"Argyll_Road,_Edmonton",0
Strut_(The_Cheetah_Girls_song),album,Brother_Bear_(soundtrack),0
2014–15_Liga_II,team,Real_Avilés,0
"Billy_Davis,_Jr.",team,Hamilton_Thunder,0
Weimarer_Land,division,Mitte_(locality),0
Kannur,birthPlace,Gers,0
Taumarunui,location,Calder_Race_Course,0
If_the_Good_Die_Young,musicalArtist,Josh_Logan_(country_singer),0
If_the_Good_Die_Young,musicalBand,Josh_Logan_(country_singer),0
If_the_Good_Die_Young,subsequentWork,Alibis_(song),0
Prince_Tui_Teka,subsequentWork,Lost_Dogs_and_Mixed_Blessings,0
Higher_(The_Overtones_album),artist,Leona_Lewis,0
Gmina_Ślesin,birthPlace,"North_Highlands,_California",0
I_Wanna_Feel_Something,previousWork,Hot_Mama,0
Sound_Proof_(album),influencedBy,Roman_Ingarden,0
2014–15_Swiss_Challenge_League,team,Aveley_F.C.,0
The_Last_Song_(Elton_John_song),album,If_There_Was_a_Way,0
"Hugh_Pigot_(Royal_Navy_officer,_born_1722)",birthPlace,Orpington,0
Modhi_Vilayadu,starring,Avinash_Sachdev,0
Avinash_Sachdev,starring,Chotti_Bahu,0
We_Don't_Have_to_Do_This,previousWork,Warning_Labels,0
Ingvar_Eggert_Sigurðsson,album,The_Road_Not_Taken_(album),0
Udaykumar,knownFor,Pakistan_and_weapons_of_mass_destruction,0
Pride_and_Glory_(film),musicComposer,Sergio_Pizzorno,0
Avatar:_The_Last_Airbender_(video_game),developer,Griptonite_Games,0
The_Ant_Bully_(video_game),album,Confederate_Railroad_(album),0
Barry_(album),team,Nelson_United,0
"Turn_Around,_Look_at_Me",subsequentWork,No_Better_Than_This,0
Castle_Rock_Entertainment,team,Brunei_(Malaysia_Premier_League_team),0
Before_You_Exit,associatedBand,Kelly_Clarkson,0
Before_You_Exit,associatedMusicalArtist,Kelly_Clarkson,0
Pavel_Dochev,starring,Ryōko_Hirosue,0
Dead_Like_Me,starring,Paul_Wesley,0
Amsterdam,author,Fanboy_&_Chum_Chum,0
Ilford,voice,Candi_Milo,0
Golden_Princess_Film_Production,executiveProducer,Fanboy_&_Chum_Chum,0
Mani_Ratnam,producer,Alan_Burnett,0
Steve_Daley,team,Carolina_Lightnin',0
Kingdom_of_Naples,subsequentWork,Dust_on_the_Bottle,0
High_Time_(song),team,FC_Dagdizel_Kaspiysk,0
Feel_That_Fire_(song),previousWork,A_Love_Story_(album),0
Trying_to_Stop_Your_Leaving,subsequentWork,Vivian_(album),0
Lucian_Burdujan,chairman,Shigeyoshi_Mochizuki,0
Royal_Military_College_Saint-Jean,musicComposer,I_Want_a_New_Drug,0
Cheetham_Hill,guest,Caroline_Lagerfelt,0
Nickolas_Ashford,parent,Maria_Cole,0
Daniel_Zítka,managerClub,Valenciennes_FC,0
Albert_Glasser,managerClub,Leamington_F.C.,0
Talking_with_the_Taxman_About_Poetry,previousWork,The_World's_Greatest_International_Hits,0
Dead_Like_Me,starring,Britt_Robertson,0
BMW_3/20,relatedMeanOfTransportation,Jaguar_S-Type,0
Work_That_Magic,occupation,Councillor,0
Bill_Simpson_(actor),hometown,"Walkertown,_North_Carolina",0
Northern_Star_(song),subsequentWork,My_Love_(Petula_Clark_album),0
"Alan_Smith_(footballer,_born_1980)",birthPlace,Garforth,0
Cage_the_Songbird,team,Stuttgarter_Kickers_II,0
"Company_H,_6th_Florida_Infantry_Regiment",battle,Second_Battle_of_Saltville,0
Daughter_(song),artist,Pearl_Jam,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Dmitri_Sokolov_(footballer),0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Vitālijs_Maksimenko,0
List_of_Serbian_football_transfers_winter_2009–10,currentMember,Caner_Erkin,0
List_of_Serbian_football_transfers_winter_2012–13,currentMember,Bojan_Mišić,0
List_of_Serbian_football_transfers_winter_2009–10,currentMember,Serhiy_Pylypchuk,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Dmitri_Borodin,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Oh_Beom-seok,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Malkhaz_Asatiani,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Pablo_Barrientos,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Rafał_Murawski,0
List_of_Serbian_football_transfers_winter_2009–10,currentMember,Kirill_Kuleshov,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Sergei_Pesyakov,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Amir_Bazhev,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Sergei_Ovchinnikov_(footballer_born_1984),0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Dmitry_Alexandrovich_Smirnov,0
List_of_Latvian_football_transfers_winter_2010–11,currentMember,Fernando_Ricksen,0
Shaun_Harrad,producer,Yoshiaki_Koizumi,0
Moody_Jolley,grandsire,Princequillo,0
Herb_Epp,successor,Heather_Forsyth,0
Steinberg_Cubase,team,FC_Magnitogorsk,0
Jonathan_M._Wainwright_(general),award,Montenegro,0
He_Long,team,Köpetdag_Aşgabat,0
Phillip_Ingram,associatedBand,Scandal_(American_band),0
Phillip_Ingram,associatedMusicalArtist,Scandal_(American_band),0
Caupolicán_Peña,birthPlace,Licantén,0
2015_Norwegian_First_Division,team,FC_Gandzasar_Kapan,0
The_Big_Lad_in_the_Windmill,team,SC_Odesa,0
Mike_Holmes,birthPlace,Welland,0
Eastern_Dedicated_Freight_Corridor,team,FC_Buran_Voronezh,0
Wysokie_Mazowieckie,product,Bacon,0
Alive_(The_Black_Eyed_Peas_song),writer,Taboo_(rapper),0
Alive_(The_Black_Eyed_Peas_song),musicalArtist,The_Black_Eyed_Peas,0
Alive_(The_Black_Eyed_Peas_song),musicalBand,The_Black_Eyed_Peas,0
Life_for_the_Taking,album,Easy_Does_It_(Jake_Owen_album),0
Stefan_Białas,team,FC_Kommunalnik_Slonim,0
"Sharp_County,_Arkansas",sisterStation,KTEE,0
Jessica_(miniseries),presenter,Waleed_Aly,0
Nationalist_Movement_Party,musicComposer,Sonu_Nigam,0
Nunca_Te_Olvidaré,previousWork,Open_the_Door_(Magnapop_song),0
Nunca_Te_Olvidaré,subsequentWork,This_Family,0
Than_Tun,child,Sridevi_Vijaykumar,0
The_Streets_of_San_Francisco,producer,Jeremy_Stover,0
The_Streets_of_San_Francisco,previousWork,That's_a_Man,0
My_Truth,team,Fresno_Fuego,0
Bartolomé_Calvo,product,Prepaid_mobile_phone,0
Cüneyt_Arkın,owningCompany,CK_Hutchison_Holdings,0
Carl_A._Roles,race,Arlington-Washington_Lassie_Stakes,0
Der_Regen_fällt,previousWork,Ring_frei_(song),0
Ring_frei_(song),subsequentWork,Der_Regen_fällt,0
Julio_Rivera,type,Districts_of_Libya,0
AJ+,occupation,Folk_music,0
Newport_County_A.F.C.,relative,Mahesh_Babu,0
Richard_Goodwin_Keats,battle,Trafalgar_Campaign,0
Curve_(Our_Lady_Peace_album),musicalArtist,Our_Lady_Peace,0
Eurydema,family,Coenosiinae,0
Power_Corporation_of_Canada,product,Logistics,0
Castle_in_the_Air_(film),producer,Walter_C._Mycroft,0
Star_of_the_Circus,starring,Matheson_Lang,0
Greatest_Hits_(Billy_Joel_albums),team,FK_Tomori_Berat,0
Incomplete_(Backstreet_Boys_song),team,Albania_national_under-20_football_team,0
Frank_Dehne,mainInterest,Communication_theory,0
London_Bridge_(film),starring,Murali_Gopy,0
Mickey_Finn's_T-Rex,bandMember,Ray_Simpson,0
Kevin_Scott_(footballer),team,Atlético_Malagueño,0
Mercedes_Sosa,field,Natural_environment,0
Natural_philosophy,influencedBy,Donella_Meadows,0
Arthur_MacArthur_III,influencedBy,Jay_Wright_Forrester,0
Aletheian,producer,Mark_Lewis_(music_producer),0
She's_the_Man,starring,Stephen_Fung,0
"Ludwig_II,_King_of_Bavaria",producer,Walter_Matthau,0
Borys_Mykolaiovych_Martos,restingPlace,"Swedesboro,_New_Jersey",0
Jamie_Babbit,parent,Paul_Newman,0
British_War_Medal,team,FC_Slonim,0
Richard_Warwick,team,FC_Isloch_Minsk_Raion,0
The_Sum_of_All_Fears_(film),team,LSK_Kvinner_FK,0
Radiator_(album),goldMedalist,André_Lange,0
Michelle_Chia,city,"Red_Lake_Falls,_Minnesota",0
Gregg_A._Sturdevant,mouthMountain,"Red_Lake_Falls,_Minnesota",0
Rebecca_S._Halstead,mouthPlace,"Red_Lake_Falls,_Minnesota",0
Satyrium_odorum,genus,Stanhopea,0
Mujaddid_Ahmed_Ijaz,regionServed,Central_Denmark_Region,0
Dublin_North_(Dáil_Éireann_constituency),sourceMountain,"Crookwell,_New_South_Wales",0
Wollomombi_River,region,South_Coast_(New_South_Wales),0
Brogo_River,type,Wind_wave,0
Renzo_De_Felice,region,Gampaha_Electoral_District,0
Vicky_McGehee,musicComposer,Tex_Perkins,0
Joy_(Fefe_Dobson_album),album,Battlefield_(album),0
Dare_You_to_Move,producer,Switchfoot,0
Mastax_klapperichi,genus,Cicindela,0
Super_20,writer,Anthony_Monn,0
My_Guitar_Wants_to_Kill_Your_Mama,team,FC_Baník_Horná_Nitra,0
Genetic_Studios,team,Pallo-Kerho_37,0
Cicadinae,family,Mantidae,0
Marcus_Hutter,managerClub,FC_Olimpia_Gelendzhik,0
The_Boondocks_(TV_series),managerClub,C.D._Luis_Ángel_Firpo,0
Hollis_B._Chenery,education,United_States_Military_Academy,0
Noctuoidea,family,Sterrhinae,0
Noctuoidea,family,Rheumapterini,0
How_the_West_Was_Won_(Led_Zeppelin_album),album,Raise_Your_Fist_and_Yell,0
Communist_Party_of_Slovakia,locationCountry,Slovakia,0
Hoodia_gordonii,binomial,Blakeanthus,0
Hoodia_gordonii,binomial,Leptoclinium,0
Portea,binomial,Polyanthina,0
Hoodia_gordonii,binomial,Teixeiranthus,0
Iris_speculatrix,binomial,Langebergia,0
Rod_MacDonald,occupation,Prosecutor,0
Tina_Turner,formerBandMember,G._E._Smith,0
Katarina_Maloča,team,Atlético_Universidad,0
Charles_Carnan_Ridgely,team,England_women's_national_football_team,0
Go_Getta,album,Loso's_Way,0
Pope_Paul_VI,managerClub,FC_Zaria_Bălți,0
Dragutin_Ristić,director,Peter_H._Hunt,0
Jacques_Favre,team,Angoulême_CFC,0
Grant_MacEwan,almaMater,University_of_Winnipeg,0
Dwain_Lingenfelter,president,Ashraf_Ghani,0
Aeolidida,order,Ptenoglossa,0
Northern_Star_(song),subsequentWork,A_Town_Called_Paradise,0
Desmond_Lee_(Hong_Kong_politician),previousWork,Master_Blaster_(Jammin'),0
Tomas_Švedkauskas,birthPlace,Mangalia,0
Raffi_Ahmad,birthPlace,Buea,0
Siege_of_Lille_(1940),place,Pas-de-Calais,0
Hollywood_(Africa),tenant,Manchester_City_F.C._Reserves_and_Academy,0
Robert_Fico,successor,Ján_Kubiš,0
Heart_to_Heart_(James_Blunt_song),album,Kaleidoscope_(Tiësto_album),0
Hit_Your_Heart,album,Revolution_(Kara_album),0
"Peter_I,_Count_of_Urgell",relation,E._Roland_Harriman,0
Hajong_language,starring,Nick_Mancuso,0
Eugene_Smith_(aviator),deathPlace,"Paradise_Valley,_Arizona",0
John_Mulligan,artist,Shy_Child,0
Great_Dividing_Range,composer,John_Addison,0
Missing_(1918_film),producer,Alan_Landsburg,0
Park_Shin-hye,bandMember,Park_Ji-yeon,0
The_New_York_Rock_and_Soul_Revue:_Live_at_the_Beacon,starring,Richard_Murdoch,0
Pimlico_Special,sisterStation,Discovery_Shed,0
Dirk_Pitt,managerClub,FK_Spartak_Bánovce_nad_Bebravou,0
A_Messenger,managerClub,FC_Augsburg_II,0
Onésimo_Sánchez,subsequentWork,My_Lonely_Town,0
Las_Palmas,team,FC_Dmitrov,0
EE-Media,team,FC_Avangard_Podolsk,0
Niedermuhlern,genre,Social_simulation_game,0
Burkina_Faso_national_football_team,managerClub,Washington_Huskies_men's_soccer,0
V.League_1,league,FIBA_Europe_Cup,0
North_Wing_Design,locationCity,"Spokane,_Washington",0
Winter_Meeting,starring,Dick_Jones_(actor),0
Thomas_M._Nolan,predecessor,Michael_Dawida,0
2012–13_Scottish_Premier_League,position,Lega_Pro_Seconda_Divisione,0
Birds_of_a_Feather,writer,Lucille_Fletcher,0
Scott_Gration,genre,Enterprise_resource_planning,0
Elinton_Andrade,album,Dear_Agony,0
Sueño_Stereo,artist,Constants_(band),0
The_Trammps_III,subsequentWork,If_Tomorrow_The_War,0
A_Peep_Behind_the_Scenes_(1929_film),director,Herbert_Wilcox,0
Channel_Crossing,producer,Herbert_Wilcox,0
Kuzey_Güney,channel,Das_Erste,0
Chironomoidea,family,Pipizini,0
1968_Australian_Grand_Prix,firstDriver,Chris_Amon,0
A_Dangerous_Life,producer,Robert_Markowitz,0
Helmut_Hasse,team,FC_Diana_Volzhsk,0
Vladyslav_Lupashko,birthPlace,"Novomoskovsk,_Dnipropetrovsk_Oblast",0
2014–15_Swiss_Challenge_League,team,Whitstable_Town_F.C.,0
Growing_Up_Creepie,company,MoonScoop_Group,0
Brønshøj_BK,previousEvent,Equestrian_at_the_1920_Summer_Olympics_–_Team_eventing,0
Anton_Makarenko,stateOfOrigin,Soviet_Union,0
Guy_Melamed,residence,Haifa,0
Erzurum,team,Hibernians_F.C.,0
Masato_Nakamura,writer,Miwa_Yoshida,0
Masato_Nakamura,producer,Miwa_Yoshida,0
Miwa_Yoshida,producer,Masato_Nakamura,0
Beloniformes,province,British_Columbia,0
Vangueriopsis_longiflora,binomialAuthority,William_Hooker_(botanist),0
Number_One_Crush,formerTeam,Reading_Royals,0
Shane_Orio,training,Institute_of_American_Indian_Arts,0
"Fulton_County,_New_York",team,CD_Onda,0
Wild_Horses_(The_Rolling_Stones_song),team,DAV_Santa_Ana,0
I_Feel_Like_Loving_You_Again,associatedBand,Willi_Williams,0
I_Feel_Like_Loving_You_Again,associatedMusicalArtist,Willi_Williams,0
Fort_Belvoir,place,Phnom_Penh,0
Kevin_Drinkell,commander,Ta_Mok,0
Michael_Romeo,artist,Transatlantic_(band),0
Breakdown_(Seether_song),producer,Jon_Levine,0
Hello_Rockview,producer,Tommy_Henriksen,0
Take_Me_Away_(Fefe_Dobson_song),artist,Fefe_Dobson,0
Crambidae,family,Drepaninae,0
Johnny_Ringo_(TV_series),starring,Paul_Rogers_(actor),0
"Pedro_de_Alcântara,_Prince_of_Grão-Pará",managerClub,Nagoya_Grampus,0
The_E.N.D,writer,House_of_Pain,0
The_E.N.D,musicalArtist,House_of_Pain,0
The_E.N.D,musicalBand,House_of_Pain,0
Richard_Williams_(RAAF_officer),starring,Kieu_Chinh,0
Now_I_Can_Dance,rightTributary,Sligo_Creek,0
Man_on_the_Moon_II:_The_Legend_of_Mr._Rager,album,Man_on_the_Moon:_The_End_of_Day,0
U.S._Route_101,birthPlace,Carshalton,0
Tom_and_Jerry:_Robin_Hood_and_His_Merry_Mouse,composer,D'Angelo,0
Le_Freak,producer,D'Angelo,0
Chiang_Rai_Witthayakhom_School,artist,D'Angelo,0
Hugo_Sosa,industry,Email_marketing,0
Shavkat_Mirziyoyev,birthPlace,Glenrothes,0
Tim_Rushlow,musicalArtist,Little_Texas_(band),0
Tim_Rushlow,musicalBand,Little_Texas_(band),0
The_Man_Who_Could_Work_Miracles,director,Ralph_Richardson,0
Sun_City_Girls,artist,Inna,0
12_Songs_of_Christmas_(Etta_James_album),artist,Chico_DeBarge,0
Alisa_(soap_opera),order,Feliformia,0
Jacques_Nolot,locationCity,Ufa,0
Please_Stand_Up,previousWork,No_Quiero_Saber,0
Like_Me_(Lil_Durk_song),writer,Speech_Debelle,0
Loso's_Way,producer,Speech_Debelle,0
Loso's_Way,musicalArtist,Speech_Debelle,0
Loso's_Way,musicalBand,Speech_Debelle,0
Wesleyan_University,coachedTeam,Tampa_Catholic_High_School,0
KGVO-FM,coachedTeam,Kentucky_Wildcats_football,0
KGVO-FM,coachedTeam,Tampa_Bay_Storm,0
It_Ended_on_an_Oily_Stage,subsequentWork,Costumbres,0
Uganda_Securities_Exchange,regionServed,Uganda,0
Eugene_Sseppuya,birthPlace,Kruševac,0
"Te_Extraño,_Te_Olvido,_Te_Amo",writer,K._C._Porter,0
Break_No_Bones,team,FC_Yelets,0
Bakary_Diakité,musicComposer,Le_Freak,0
Bakary_Diakité,musicComposer,I_Say_a_Little_Prayer,0
Gerd_Kelbling,city,Salmas,0
Claude_Parfait_Ngon_A_Djam,city,Urmia,0
Olaf_M._Hustvedt,city,Baneh,0
Gene_Saks,routeEnd,Baneh,0
Viva_Riva!,team,Sumgayit_FK,0
Cordillera_Blanca,city,Veszprém,0
Northern_Touch,writer,Ian_Browne_(musician),0
The_Far_Country,commander,Robert_William_Wilcox,0
Operacija_trijumf,isPartOfMilitaryConflict,Hawaiian_rebellions_(1887–95),0
Ritzy,musicComposer,"George_Marion,_Jr.",0
The_Food_of_the_Gods_(film),director,Marshall_Neilan,0
Ömer_İzgi,party,Social_Democratic_Party_(Romania),0
2009–10_Chelsea_F.C._season,chairman,Niall_Quinn,0
2009–10_Chelsea_F.C._season,position,2009–10_Premier_League,0
Dil_Pardesi_Ho_Gaya,previousWork,Forward_Motion,0
England_national_football_team,team,Delfín_Sporting_Club,0
Tony_Peluso,team,FC_Domodedovo_Moscow,0
Pure_in_Heart,network,Myx_TV,0
Chick_Cancer,city,"Satsumasendai,_Kagoshima",0
Allan_Barreto_da_Silva,subsequentWork,Salamat_(song),0
Atle_Nymo,artist,David_Grisman_Quintet,0
1932_Ford,designer,Friedrich_Geiger,0
1932_Ford,designCompany,Friedrich_Geiger,0
Splendor_in_the_Grass,subsequentWork,The_Rhodes_Not_Taken,0
Gebran_Tueni_(journalist),religion,Christianity_in_Lebanon,0
Ten_Small_Paces,subsequentWork,All_Delighted_People,0
Steffen_Bohl,division,Enterprise_resource_planning,0
Marc_Ravalomanana,birthPlace,Mauritius,0
Marsyas_(horse),trainer,Paddy_Prendergast_(racehorse_trainer),0
Canada_on_Strike,previousWork,Preggers,0
Luca_Tremolada,subsequentWork,Fire_It_Up_(Thousand_Foot_Krutch_song),0
Baroness_Wilhelmine_of_Dörnberg,deathPlace,Ansbach,0
Noctuoidea,family,Cicadinae,0
The_Penguins_of_Madagascar,producer,List_of_Playboy_Playmates_of_1989,0
Gut_Check_(NCIS),recordedIn,Louisiana,0
Milton_Brown,hometown,"Fort_Worth,_Texas",0
Chad_Rempel,birthPlace,Estevan,0
Hoodia_gordonii,binomial,Thespidium,0
Lepanthes_stenophylla,binomial,Eriachaenium,0
Hoodia_gordonii,binomial,Dipterocypsela,0
Tang_Yaodong,previousWork,Off_the_Ground_(song),0
Opuntia_tuna,binomial,Dacryotrichia,0
Anomochilidae,director,Jayaraj,0
A_Man_This_Lonely,writer,Jayaraj,0
"Lithgow,_New_South_Wales",board,University_of_Southern_California,0
Do_Hanson_Ka_Jodaa,board,UnionBanCal_Corporation,0
WUTR,militaryUnit,No._56_Squadron_RAF,0
Billy_Bass_Nelson,managerClub,FK_Mash'al_Mubarek,0
Joe_Walker_(editor),keyPerson,Comptroller,0
Hoodia_gordonii,binomial,Jacmaia,0
Hoodia_gordonii,binomial,Ondetia,0
Livin'_on_Borrowed_Time,album,Volume_4:_Songs_in_the_Key_of_Love_&_Hate,0
Ekhane_Aakash_Neel,previousWork,Livin'_on_Borrowed_Time,0
"Carmel_Bernon_Harvey,_Jr.",birthPlace,Perumbavoor,0
Bazaar_(1982_film),starring,Ramesh_Bhat,0
A_Song_of_Kentucky,team,K.S.C._Hasselt,0
Robert_Nouzaret,team,Bourges_18,0
"Meet_the_Eels:_Essential_Eels,_Vol._1_(1996–2006)",previousWork,Hombre_Lobo,0
Desmond_Lee_(Hong_Kong_politician),almaMater,University_of_Hong_Kong,0
Mark_Sertori,service,Real_estate,0
Wynn_Resorts,service,Health_club,0
Ring_frei_(song),previousWork,Scheiss_Liebe,0
KSFM,sisterStation,7flix,0
Apirana_Ngata,order,Capnodiales,0
Matteo_Brancaleoni,subsequentWork,Marchin_On,0
The_Weekend_News_(ABS-CBN),channel,ABS-CBN,0
José_Luis_Tejada_Sorzano,residence,La_Paz,0
Jhasmani_Campos,residence,Bolivia,0
Jhasmani_Campos,nationality,Bolivia,0
Denis_Cauchi,team,Real_Oviedo_Vetusta,0
David_Cubillo,season,2015_Norwegian_First_Division,0
Calculus_of_variations,birthPlace,City_of_Salford,0
Aasif_Mandvi,hometown,Mumbai,0
José_Ignacio_Soler,team,CD_Mirandés,0
Edwin_L._Norris,deathPlace,"Dillon,_Montana",0
Gustav_von_Escherich,governor,Edwin_L._Norris,0
José_María_Pérez_de_Urdininea,battle,Fezzan,0
My_Oh_My_(Slade_song),director,Bill_D'Elia,0
Kris_Bright,musicComposer,Imagine_(John_Lennon_song),0
"Olive,_the_Other_Reindeer",starring,Linda_Lavin,0
KBS_Cool_FM,producer,Éric_and_Nicolas_Altmayer,0
Corazón_apasionado,developer,Venevisión,0
Camila_(telenovela),previousWork,Amor_Comprado,0
Juan_Marrero_Pérez,birthPlace,Minas_de_Ríotinto,0
The_Duhks,associatedBand,The_Mammals,0
The_Duhks,associatedMusicalArtist,The_Mammals,0
1973_Spanish_Grand_Prix,locationCity,Barcelona,0
Open_the_Door_(Magnapop_song),previousWork,Garaj_Baras,0
Fire_All_Your_Guns_at_Once,author,Lilian_Jackson_Braun,0
"Bergen_(village),_New_York",managerClub,Instituto_Atlético_Central_Córdoba,0
"Slaton,_Texas",goldMedalist,Johan_Olsson_(skier),0
Eric_Lichaj,team,CD_Izarra,0
Silja_Line,predecessor,Preshafood,0
Adam_Ferrara,managerClub,Cefn_Druids_A.F.C.,0
Adam_Gardner,hometown,"Cornwall,_Vermont",0
Guster,associatedBand,Luke_Reynolds,0
Guster,associatedMusicalArtist,Luke_Reynolds,0
U.S._Route_101,birthPlace,Leskovac,0
Amy_LePeilbet,deathPlace,"Pikeville,_Kentucky",0
Moses_(French_Montana_song),previousWork,Where'd_You_Go_(Fort_Minor_song),0
Julie_Dawn_Cole,residence,Guildford,0
The_Hindenburg_(film),starring,Paul_Sorvino,0
Eduardo_Coutinho,producer,Burt_Sugarman,0
Burt_Sugarman,basedOn,Dona_Flor_and_Her_Two_Husbands,0
Burt_Sugarman,basedOn,Eduardo_Coutinho,0
Aeolidida,family,Dexiarchia,0
Mehdi_Chamran,starring,Elham_Hamidi,0
Michal_Drahno,battle,Second_Schleswig_War,0
Lyle_Taylor,deathPlace,Charing_Cross_Hospital,0
I'm_All_Yours,musicalBand,Samantha_Fox,0
"Cry,_the_Beloved_Country_(1995_film)",locationCountry,Latin_America,0
The_Devil_Rides_Out_(film),writer,Galton_and_Simpson,0
Friedrich_Blümke,battle,First_Battle_of_Kharkov,0
FCF_Juvisy,manager,Sarah_M'Barek,0
Samuel_Z._Arkoff,sisterStation,KAHR,0
Medusa_(Clan_of_Xymox_album),producer,Thijs_van_Leer,0
Theodor_Endres,birthPlace,Bad_Homburg_vor_der_Höhe,0
Hermann_Böckel,deathPlace,Bad_Homburg_vor_der_Höhe,0
Steinhof,writer,Jason_Derulo,0
Once_Upon_a_Christmas_Song,writer,The_Official_BBC_Children_in_Need_Medley,0
Laid,previousWork,Once_Upon_a_Christmas_Song,0
"Gmina_Górzno,_Kuyavian-Pomeranian_Voivodeship",isPartOf,"Benton_County,_Mississippi",0
Satisfy_You_(Sweethearts_of_the_Rodeo_song),birthPlace,Fort_Carson,0
Streets_of_Bakersfield,album,On_the_Road_(Lee_Roy_Parnell_album),0
The_Order_(2003_film),team,Histon_F.C.,0
Ramsbottom_United_F.C.,previousWork,Happiness_Ltd.,0
John_Scotus_Eriugena,starring,Tracey_Walter,0
Megson_(band),associatedBand,Fabrizio_De_André,0
Megson_(band),associatedMusicalArtist,Fabrizio_De_André,0
Leonel_Altobelli,birthPlace,Capitán_Bermúdez,0
Kenneth_Good_(political_scientist),field,Latin_America,0
Lee_Raymond,successor,Károly_Khuen-Héderváry,0
The_Aftermath_(30_Rock),currentMember,Ron_Stitfall,0
The_Aftermath_(30_Rock),currentMember,Derek_Tapscott,0
Hans_Hedtoft,birthPlace,Central_Denmark_Region,0
Isaac_Blackford,deathPlace,"Bound_Brook,_New_Jersey",0
Ikaw_Lamang,starring,Tom_Rodriguez,0
Toronto_Pearson_International_Airport,spouse,Saw_Omma_of_Pinya,0
Amaury_Nunes,artist,Nick_Jonas_&_the_Administration,0
Burkina_Faso_national_football_team,managerClub,FC_Magnitogorsk,0
Laurentian_University,birthPlace,Poreč,0
Colonial_Williamsburg,regionServed,"Orlando,_Florida",0
